original_path,path
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/evaluation.log,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/evaluation.log
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/final_metrics.csv,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/final_metrics.csv
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/hydra_overrides.yaml,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/hydra_overrides.yaml
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/metrics.json,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/metrics.json
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/metrics_history.csv,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/metrics_history.csv
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/metrics_history.md,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/metrics_history.md
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/minADE6_curve.png,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/minADE6_curve.png
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/minADE6_curve.svg,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/minADE6_curve.svg
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/resolved_config.yaml,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/resolved_config.yaml
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/training_metrics.png,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/training_metrics.png
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/training_metrics.svg,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/training_metrics.svg
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/warnings_and_errors.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/02_qknorm_uncertainty_geometry/warnings_and_errors.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/Comparison.md,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/Comparison.md
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/comparison.csv,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/comparison.csv
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/comparison_metrics.png,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/comparison_metrics.png
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/comparison_metrics.svg,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/comparison_metrics.svg
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/PINNED_SOURCE_SHA256.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/PINNED_SOURCE_SHA256.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/SUITE_MANIFEST.json,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/SUITE_MANIFEST.json
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/lscpu.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/lscpu.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/memory.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/memory.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/nvidia-smi-q.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/nvidia-smi-q.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/pip-freeze.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/pip-freeze.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/system.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Comparison/environment/system.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/.gitignore,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/.gitignore
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/CHECKPOINTS.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/CHECKPOINTS.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/PROCESS_STATUS.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/PROCESS_STATUS.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/RUN_STATUS.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/RUN_STATUS.txt
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/Summary.md,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/Summary.md
Lab 2/SHARP_Final_3_Run_Suite/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/Terminal.txt,Studies/SHARP/Architecture_Integration/Results/SHARP_FINAL_3RUN_20260825-174605/Current_Progress/Terminal.txt
Lab 2/SHARP_Final_3_Run_Suite/TERMINAL_COMMANDS.md,Studies/SHARP/Architecture_Integration/TERMINAL_COMMANDS.md
Lab 2/SHARP_Final_3_Run_Suite/eval_checkpoint.py,Studies/SHARP/Architecture_Integration/eval_checkpoint.py
Lab 2/SHARP_Final_3_Run_Suite/generate_final_artifacts.py,Studies/SHARP/Architecture_Integration/generate_final_artifacts.py
Lab 2/SHARP_Final_3_Run_Suite/generate_progress_snapshot.py,Studies/SHARP/Architecture_Integration/generate_progress_snapshot.py
Lab 2/SHARP_Final_3_Run_Suite/launch_final_3run_suite.sh,Studies/SHARP/Architecture_Integration/launch_final_3run_suite.sh
Lab 2/SHARP_Final_3_Run_Suite/nccl_collective_preflight.py,Studies/SHARP/Architecture_Integration/nccl_collective_preflight.py
Lab 2/SHARP_Final_3_Run_Suite/preflight_final_suite.py,Studies/SHARP/Architecture_Integration/preflight_final_suite.py
Lab 2/SHARP_Final_3_Run_Suite/prepare_lab2_nvidia_58015903_userspace.sh,Studies/SHARP/Architecture_Integration/prepare_lab2_nvidia_58015903_userspace.sh
Lab 2/SHARP_Final_3_Run_Suite/publish_final_artifacts.sh,Studies/SHARP/Architecture_Integration/publish_final_artifacts.sh
Lab 2/SHARP_Final_3_Run_Suite/publish_progress_snapshot.sh,Studies/SHARP/Architecture_Integration/publish_progress_snapshot.sh
Lab 2/SHARP_Final_3_Run_Suite/recover_run2_cuda_index_failure.sh,Studies/SHARP/Architecture_Integration/recover_run2_cuda_index_failure.sh
Lab 2/SHARP_Final_3_Run_Suite/resume_after_terminal_publication_fix.sh,Studies/SHARP/Architecture_Integration/resume_after_terminal_publication_fix.sh
Lab 2/SHARP_Final_3_Run_Suite/run_final_3run_suite.sh,Studies/SHARP/Architecture_Integration/run_final_3run_suite.sh
Lab 2/SHARP_Final_3_Run_Suite/runtime/final_enhancements.py,Studies/SHARP/Architecture_Integration/runtime/final_enhancements.py
Lab 2/SHARP_Final_3_Run_Suite/runtime/metrics_history_callback.py,Studies/SHARP/Architecture_Integration/runtime/metrics_history_callback.py
Lab 2/SHARP_Final_3_Run_Suite/runtime/qknorm_attention.py,Studies/SHARP/Architecture_Integration/runtime/qknorm_attention.py
Lab 2/SHARP_Final_3_Run_Suite/runtime/sitecustomize.py,Studies/SHARP/Architecture_Integration/runtime/sitecustomize.py
Lab 2/SHARP_Final_3_Run_Suite/runtime/temporal_agent_mamba.py,Studies/SHARP/Architecture_Integration/runtime/temporal_agent_mamba.py
Lab 2/SHARP_Final_3_Run_Suite/setup_final_3run_suite.py,Studies/SHARP/Architecture_Integration/setup_final_3run_suite.py
Lab 2/SHARP_Final_3_Run_Suite/terminal_history.py,Studies/SHARP/Architecture_Integration/terminal_history.py
Lab 2/finalize_mamba_experiment.py,Studies/SHARP/State_Space_Integration/finalize_mamba_experiment.py
Lab 2/setup_lab2_sharp_mamba_article80.py,Studies/SHARP/State_Space_Integration/setup_lab2_sharp_mamba_article80.py
Lab 2/setup_lab2_sharp_mamba_fused80.py,Studies/SHARP/State_Space_Integration/setup_lab2_sharp_mamba_fused80.py
Lab 2/setup_lab2_sharp_mamba_v2.py,Studies/SHARP/State_Space_Integration/setup_lab2_sharp_mamba_v2.py
Lab 3/Codes/TERMINAL_COMMANDS_CLEAN_RESTART.md,Studies/SHARP/Attention_Operators/Codes/TERMINAL_COMMANDS_CLEAN_RESTART.md
Lab 3/Codes/TERMINAL_COMMANDS_LAB3_RECOVERY.md,Studies/SHARP/Attention_Operators/Codes/TERMINAL_COMMANDS_LAB3_RECOVERY.md
Lab 3/Codes/TERMINAL_COMMANDS_REMAINING_ATTENTION.md,Studies/SHARP/Attention_Operators/Codes/TERMINAL_COMMANDS_REMAINING_ATTENTION.md
Lab 3/Codes/generate_lab3_attention_snapshot.py,Studies/SHARP/Attention_Operators/Codes/generate_lab3_attention_snapshot.py
Lab 3/Codes/prepare_lab3_cuda126_env.sh,Studies/SHARP/Attention_Operators/Codes/prepare_lab3_cuda126_env.sh
Lab 3/Codes/prepare_remaining_attention_runtime.py,Studies/SHARP/Attention_Operators/Codes/prepare_remaining_attention_runtime.py
Lab 3/Codes/publish_lab3_attention_snapshot.sh,Studies/SHARP/Attention_Operators/Codes/publish_lab3_attention_snapshot.sh
Lab 3/Codes/recover_and_restart_lab3.sh,Studies/SHARP/Attention_Operators/Codes/recover_and_restart_lab3.sh
Lab 3/Codes/resume_qknorm_talking_heads_batch4.sh,Studies/SHARP/Attention_Operators/Codes/resume_qknorm_talking_heads_batch4.sh
Lab 3/Codes/resume_qknorm_talking_heads_oom_safe.sh,Studies/SHARP/Attention_Operators/Codes/resume_qknorm_talking_heads_oom_safe.sh
Lab 3/Codes/run_remaining_attention_suite.sh,Studies/SHARP/Attention_Operators/Codes/run_remaining_attention_suite.sh
Lab 3/Codes/run_remaining_attention_suite_resilient.sh,Studies/SHARP/Attention_Operators/Codes/run_remaining_attention_suite_resilient.sh
Lab 3/Codes/run_variant_resilient.sh,Studies/SHARP/Attention_Operators/Codes/run_variant_resilient.sh
Lab 3/Codes/validate_lab3_cuda_runtime.py,Studies/SHARP/Attention_Operators/Codes/validate_lab3_cuda_runtime.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/.gitignore,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/.gitignore
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/MANIFEST.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/MANIFEST.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/README.md
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/SHA256SUMS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/SHA256SUMS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/conda-list.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/conda-list.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/configuration/run/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/configuration/run/.hydra/config.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/configuration/run/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/configuration/run/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/configuration/run/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/configuration/run/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/nvidia-smi.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/nvidia-smi.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/pip-freeze.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/pip-freeze.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/attention_variants.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/attention_variants.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/custom_transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/custom_transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/pl_modules.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/pl_modules.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/run_variant.sh,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/run_variant.sh
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_20260726-074139/reproducibility/transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/.gitignore,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/.gitignore
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/COMPLETE,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/COMPLETE
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/FINAL_METRICS.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/FINAL_METRICS.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/MANIFEST.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/MANIFEST.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/README.md
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/SHA256SUMS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/SHA256SUMS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/best_checkpoint.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/best_checkpoint.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/conda-list.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/conda-list.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/eval/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/eval/.hydra/config.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/eval/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/eval/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/eval/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/eval/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/run/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/run/.hydra/config.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/run/.hydra/hydra.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/run/.hydra/hydra.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/run/.hydra/overrides.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/configuration/run/.hydra/overrides.yaml
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/nvidia-smi.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/nvidia-smi.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/pip-freeze.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/pip-freeze.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/attention_variants.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/attention_variants.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/custom_transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/custom_transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/experiment_manifest.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/experiment_manifest.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/pl_modules.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/pl_modules.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/run_variant.sh,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/run_variant.sh
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/transformer_blocks.py,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_completed_20260731-200639/reproducibility/transformer_blocks.py
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/.gitignore,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/.gitignore
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/CHECKPOINTS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/CHECKPOINTS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/COMPLETE,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/COMPLETE
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/FINAL_METRICS.json,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/FINAL_METRICS.json
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/MANIFEST.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/MANIFEST.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/README.md,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/README.md
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/SHA256SUMS.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/SHA256SUMS.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/Terminal_Summary.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/Terminal_Summary.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/best_checkpoint.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/best_checkpoint.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/conda-list.txt,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/conda-list.txt
Lab 3/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/eval/.hydra/config.yaml,Studies/SHARP/Attention_Operators/Main_Results/Attention_Experiments/Lab3_SHARP_Attention_qknorm_talking_heads_completed_20260817-184031/configuration/eval/.hydra/config.yaml
